1448841600,5616,24,22759,13887,15.7070,32.9710,58.8360,135.8580
1448842200,5614,24,22909,13982,16.0020,33.7910,60.6740,139.4660
1448842800,5618,24,22759,13911,15.6090,32.9730,58.8250,139.6370
1448843400,5614,24,22910,13986,15.8690,33.7410,60.1630,141.5030
1448844000,5611,24,22748,13871,15.6170,32.8800,58.0660,135.9500
1448844600,5621,24,22917,14010,16.0190,33.7070,59.3160,140.5660
1448845200,5618,24,22738,13897,15.6890,33.0550,58.5190,138.4980
1448845800,5614,24,22921,13988,15.9740,33.5675,59.8690,142.7300
1448846400,5627,24,22752,13933,15.7170,32.8910,58.4100,136.8320
1448847000,5625,24,22917,13991,15.9940,33.7010,59.4500,139.9660
1448847600,5622,24,22771,13913,15.6500,32.9170,58.4080,145.7840
1448848200,5617,24,22936,13999,15.9320,33.6800,59.6180,145.1380
1448848800,5619,24,22745,13908,15.7530,33.1695,58.6280,140.8950
1448849400,5615,24,22928,13982,15.9740,33.6950,59.4090,143.5490
1448850000,5615,24,22768,13906,15.5370,33.1035,58.6580,141.4100
1448850600,5624,24,22919,13991,16.0000,33.6330,60.2890,143.5310
1448851200,5611,24,22761,13897,15.5110,32.7380,58.0690,139.7540
1448851800,5621,24,22924,13985,15.9850,33.7140,59.7280,144.2310
1448852400,5627,24,22771,13913,15.6750,32.8420,58.1390,139.0780
1448853000,5623,24,22920,14007,15.8710,33.7100,59.4970,143.5610
1448853600,5619,24,22777,13916,15.6240,32.8615,58.0370,141.5420
1448854200,5625,24,22911,14001,15.9330,33.5520,59.3430,144.3680
1448854800,5623,24,22776,13919,15.6720,33.0610,57.9840,141.3660
1448855400,5626,24,22930,13964,15.9690,33.5640,59.2460,143.0340
1448856000,5618,24,22768,13858,15.5810,32.8635,57.9930,141.1070
1448856600,5624,24,22929,14005,15.9870,33.8790,59.5210,144.3920
1448857200,5626,24,22775,13918,15.6380,32.9645,58.4800,141.7220
1448857800,5630,24,22933,14026,15.9400,33.7665,59.4110,144.0240
1448858400,5631,24,22795,13920,15.6860,33.1420,58.3290,142.4910
1448859000,5623,24,22952,13989,15.9790,33.8260,59.0850,143.4200
1448859600,5626,24,22774,13918,15.6260,33.0575,58.2090,140.3830
1448860200,5624,24,22952,14014,15.9470,33.8800,59.5050,142.5250
1448860800,5619,24,22766,13918,15.6840,33.1215,58.0190,139.6680
1448861400,5625,24,22932,14005,16.0120,33.9090,59.3130,142.4870
1448862000,5623,24,22788,13914,15.6730,33.1640,58.1040,140.2610
1448862600,5618,24,22956,13998,15.9530,33.7505,59.6470,143.9770
1448863200,5626,24,22783,13905,15.6100,33.2490,58.5130,142.0170
1448863800,5633,24,22949,14022,16.0100,33.9130,59.4730,143.7470
1448864400,5630,24,22815,13936,15.7920,33.2670,58.2070,141.3670
1448865000,5640,24,22949,14036,16.0240,33.9890,59.6860,143.2750
1448865600,5628,24,22792,13924,15.5990,33.2070,58.2090,137.6070
1448866200,5056,25,22947,9655,21.3750,47.4530,159.0170,980.4230
1448866800,5103,25,22808,9495,21.7460,50.4030,183.7310,949.6850
1448867400,5088,25,22976,9627,24.1140,58.7880,233.9790,1129.4670
1448868000,5062,25,22808,9486,24.2670,59.1900,231.8930,1051.1670
1448868600,5041,25,22957,9397,24.6510,58.7320,294.6330,1115.2450
1448869200,5151,25,22781,9670,24.4420,58.3790,240.8690,1059.6890
1448869800,5061,25,22948,9725,23.8200,54.5230,197.7050,1055.7120
1448870400,5070,25,22786,9612,23.7590,53.9195,203.5370,1045.7750
1448871000,5278,25,22954,9952,24.7590,55.9340,283.2190,1381.6220
1448871600,5142,25,22771,9785,22.8030,49.1460,229.8450,1203.7400
1448872200,5448,25,22975,10298,25.5660,58.2375,382.9600,1145.8380
1448872800,5434,25,22801,10283,24.6480,54.2210,389.0920,1067.3150
1448873400,5557,25,22977,10335,23.2160,50.2890,278.1560,1065.6410
1448874000,5571,25,22816,10661,24.7800,55.2480,660.6770,1057.6690
1448874600,5838,25,22982,11559,22.4830,48.9220,255.2070,1038.0570
1448875200,6092,25,22793,15082,16.3950,34.3515,64.7400,146.3310
1448875800,6096,25,22984,15204,16.8840,34.9080,67.3640,147.5480
1448876400,6095,25,22808,15092,16.5340,34.4440,65.3260,146.6740
1448877000,5870,25,22980,14483,16.2700,34.4180,63.0990,146.1250
1448877600,5800,25,22813,14290,16.0040,33.9565,60.8680,144.0530
1448878200,5778,25,22985,14377,16.2370,34.3840,62.3590,144.8920
1448878800,5763,25,22800,14225,15.9800,33.5900,60.6750,143.6760
1448879400,5767,25,22964,14351,16.2350,34.3160,62.7730,145.8900
1448880000,5769,25,22777,14237,15.9130,33.3840,60.7240,143.1360
1448880600,5774,25,22962,14360,16.2360,34.3675,62.1520,145.4840
1448881200,5765,25,22782,14259,15.9870,33.4990,60.4550,145.1360
1448881800,5761,25,22962,14329,16.3170,34.3380,62.1230,145.7540
1448882400,5759,25,22785,14252,16.0270,33.5130,60.7640,144.6300
1448883000,5771,25,22947,14357,16.2570,34.1530,62.0600,146.9040
1448883600,5766,25,22792,14252,15.9210,33.6175,60.3790,144.4790
1448884200,5767,25,22934,14336,16.2990,34.1200,62.2760,145.7540
1448884800,5769,25,22784,14248,15.9490,33.7595,60.6090,145.3240
1448885400,5767,25,22957,14353,16.1840,34.3250,62.0520,145.8470
1448886000,5782,25,22816,14285,16.0050,33.4720,60.9650,145.1010
1448886600,5771,25,22987,14363,16.3300,34.3510,62.8030,148.1190
1448887200,5780,25,22810,14275,15.9690,33.5850,60.7010,144.7620
1448887800,5785,25,22991,14386,16.2610,34.0900,61.5860,146.7690
1448888400,5774,25,22797,14250,16.0270,33.6135,60.9840,146.1400
1448889000,5774,25,22966,14369,16.4640,34.2970,62.3200,147.2100
1448889600,5783,25,22803,14260,16.0500,33.8655,60.7320,146.2460
1448890200,5778,25,22982,14342,16.2980,34.4230,62.3880,150.3170
1448890800,5779,25,22816,14288,16.0260,33.8200,60.9420,146.5390
1448891400,5773,25,22969,14342,16.2440,34.5480,62.4550,148.9870
1448892000,5785,25,22813,14278,16.0100,33.6570,60.8430,147.6720
1448892600,5786,25,22987,14387,16.3860,34.5120,62.1240,148.9530
1448893200,5780,25,22827,14273,16.0090,33.7510,61.4120,146.0730
1448893800,5777,25,22973,14388,16.3950,34.5795,63.1170,149.0420
1448894400,5776,25,22814,14261,16.0590,33.8280,61.7060,147.4480
1448895000,5782,25,23000,14380,16.2610,34.4315,62.9750,148.3810
1448895600,5794,25,22833,14303,16.0340,33.9670,61.6490,146.2890
1448896200,5781,25,23006,14383,16.3230,34.3960,62.8420,150.1290
1448896800,5776,25,22797,14262,15.9260,33.6490,61.7110,148.4310
1448897400,5785,25,22988,14387,16.2600,34.4470,63.4200,149.4640
1448898000,5787,25,22814,14286,15.9590,33.9770,61.7200,146.7550
1448898600,6097,25,22976,14774,16.6730,35.2045,67.8400,153.7120
1448899200,5775,25,22819,14285,15.9950,33.7720,61.7760,146.1830
1448899800,5787,25,22971,14376,16.2660,34.5460,63.0610,147.2820
1448900400,5773,25,22810,14289,16.0030,33.7010,61.7440,146.5310
1448901000,5775,25,22969,14380,16.4450,34.5580,63.8630,152.4670
1448901600,5769,25,22787,14238,16.0040,34.0095,62.1370,146.1650
1448902200,5778,25,22959,14379,16.2940,34.7370,64.1130,149.8840
1448902800,5774,25,22784,14274,16.0670,33.9640,62.2600,145.1400
1448903400,5770,25,22956,14372,16.3370,34.6660,63.5890,149.2420
1448904000,5777,25,22772,14255,15.9840,33.6740,62.1440,146.1410
1448904600,5756,25,22952,14299,16.5630,34.3740,63.9970,147.6170
1448905200,5763,25,22773,14223,16.1300,33.6860,62.0750,146.1090
1448905800,5767,25,22948,14327,16.6920,34.6630,63.7850,147.2020
1448906400,5773,25,22768,14238,16.2090,33.6670,61.9920,148.1350
1448907000,5846,25,22686,14368,16.3360,34.1470,62.1900,146.5450
1448907600,5771,25,22753,14251,16.2050,33.6860,61.9080,144.0190
1448908200,5781,25,22922,14332,16.4840,34.5880,63.9330,146.3380
1448908800,5835,25,22735,14341,16.0810,33.8140,62.8730,146.2700
1448909400,5788,25,22926,14371,16.4150,34.3690,63.7580,146.6200
1448910000,5780,25,22784,14269,16.2660,34.0780,62.6040,144.5870
1448910600,5783,25,22925,14352,16.8540,34.9615,65.5070,147.2430
1448911200,5777,25,22772,14230,16.5310,34.4205,63.8820,146.9520
1448911800,5772,25,22945,14342,16.8100,34.6285,64.8650,148.1950
1448912400,5774,25,22781,14263,16.2380,34.0090,62.8870,144.7650
1448913000,5779,25,22937,14370,16.7250,34.6950,64.9240,146.5680
1448913600,5770,25,22785,14261,16.2960,34.1210,65.6020,146.8290
1448914200,5776,25,22933,14332,16.6810,34.6635,64.8790,149.2870
1448914800,5781,25,22789,14295,16.3020,34.1280,63.6560,147.8320
1448915400,5780,25,22939,14364,16.6820,34.7815,65.2070,149.7410
1448916000,5780,25,22787,14272,16.0800,33.8800,63.3640,146.5840
1448916600,5776,25,22933,14350,16.5840,34.6060,64.1980,148.5420
1448917200,5768,25,22749,14246,16.1530,34.0325,63.1270,145.9780
1448917800,5781,25,22924,14355,16.5830,34.4620,65.4820,147.9970
1448918400,5773,25,22758,14279,16.1530,33.8940,62.7390,145.6160
1448919000,5761,25,22923,14333,16.4300,34.3890,63.7830,147.6420
1448919600,5767,25,22741,14272,16.0860,33.6375,62.2770,145.1510
1448920200,5765,25,22924,14351,16.4930,34.2380,64.0940,148.3450
1448920800,5770,25,22751,14266,16.0200,33.5640,62.0970,144.6890
1448921400,5766,25,22906,14349,16.4740,34.1660,63.6810,147.3250
1448922000,5761,25,22765,14268,15.9760,33.2750,61.9010,144.8380
1448922600,5763,25,22909,14349,16.2870,34.1940,63.6520,147.4460
1448923200,5773,25,22764,14272,16.0060,33.4045,61.6230,144.1650
1448923800,5764,25,22906,14358,16.1700,33.8575,63.1640,146.6180
1448924400,5768,25,22765,14285,15.9900,33.1760,61.7380,145.7940
1448925000,5766,25,22915,14351,16.1880,33.8430,62.9730,148.2660
1448925600,5765,25,22750,14254,15.8580,33.0895,61.4790,143.2870
1448926200,5762,25,22895,14345,16.1340,33.7370,62.9200,146.1700
1448926800,5760,25,22737,14257,15.8250,33.0860,60.8420,144.6490
1448927400,5761,25,22903,14341,16.0490,33.5590,62.7110,146.5470
